user_id,R,F,M,Cluster,Segment,Strategy
MP-17470,406,8,1750.956,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MP-17965,158,3,302.876,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MP-18175,71,6,344.16700000000003,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MR-17545,127,3,190.35999999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MS-17365,342,15,3098.204,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MS-17530,1066,2,337.29999999999995,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MS-17710,366,5,127.452,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MS-17770,427,4,603.7280000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MS-17830,611,4,359.836,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MS-17980,244,8,721.984,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MT-17815,31,4,52.721,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MT-18070,67,6,975.545,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MV-17485,193,3,565.722,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MV-18190,30,5,999.1080000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MW-18220,949,2,73.776,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MY-17380,312,3,687.0840000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MY-18295,251,7,946.9720000000001,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MZ-17335,458,4,547.946,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MZ-17515,401,8,2203.0460000000003,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NB-18655,30,4,605.004,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NC-18340,982,7,1316.918,3,低价值或流失客户,"维持基本服务, 减少营销投入"
NC-18415,827,3,64.03200000000001,3,低价值或流失客户,"维持基本服务, 减少营销投入"
NC-18535,62,5,5741.405,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
NC-18625,97,5,991.472,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
ND-18370,275,4,727.028,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
ND-18460,67,4,1669.08,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NF-18385,2,4,2181.474,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NF-18475,1432,1,4.71,3,低价值或流失客户,"维持基本服务, 减少营销投入"
NF-18595,156,8,389.33599999999996,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NG-18355,1,1,370.782,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NG-18430,1,5,1278.944,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NH-18610,130,2,580.8599999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NK-18490,2,2,102.83,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NL-18310,304,6,1158.882,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NM-18445,1226,8,5321.484,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
NM-18520,529,7,1885.814,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NP-18325,214,13,3817.888,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NP-18670,2,6,2353.94,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NP-18685,913,3,1115.008,3,低价值或流失客户,"维持基本服务, 减少营销投入"
NP-18700,369,7,7174.7185,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
NR-18550,281,10,1747.377,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NS-18505,336,4,413.784,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NS-18640,96,17,2049.879,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NW-18400,35,8,3598.987,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NZ-18565,185,11,1452.376,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
ON-18715,404,9,753.08,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
OT-18730,432,3,1388.7800000000002,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PA-19060,1043,2,112.03999999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PB-18805,214,5,497.04400000000004,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PB-19105,276,1,40.776,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PB-19150,1096,1,23.472,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PB-19210,405,1,69.93,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PC-18745,427,2,225.82799999999997,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PC-19000,1069,3,1061.488,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PF-19120,891,5,887.74,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PF-19165,457,1,479.97,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PF-19225,156,8,2058.946,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
PG-18820,31,9,1042.7259999999999,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
PG-18895,276,6,753.4799999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PJ-18835,276,3,50.0,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PJ-19015,490,2,155.0,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PK-18910,643,3,1441.152,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PK-19075,154,11,2917.956,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
PL-18925,1431,2,65.8,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PM-18940,456,2,1103.6599999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PM-19135,92,3,751.288,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PN-18775,92,4,181.852,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PO-18850,188,8,434.46000000000004,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
PO-18865,218,3,338.86,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PO-19180,368,11,3866.6349999999998,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
PO-19195,216,5,524.7819999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PP-18955,427,23,3453.344,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
PR-18880,768,3,153.872,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PS-18760,465,4,435.84999999999997,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PS-18970,246,3,219.94799999999998,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PS-19045,129,3,3389.8320000000003,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PT-19090,582,2,98.636,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PV-18985,39,8,2332.026,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
PW-19030,218,3,220.48200000000003,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PW-19240,1005,1,359.499,3,低价值或流失客户,"维持基本服务, 减少营销投入"
QJ-19255,214,7,4947.477999999999,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
RA-19285,247,6,831.886,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RA-19885,215,3,1380.518,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RA-19915,1431,2,2027.144,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RA-19945,791,1,25.488,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RB-19360,707,6,560.78,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RB-19435,1039,4,161.022,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RB-19465,465,10,1389.114,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
RB-19570,214,4,398.474,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RB-19705,184,1,5.682,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RB-19795,216,4,201.054,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RC-19825,554,3,363.524,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RC-19960,33,3,363.418,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RD-19480,618,4,1891.0700000000002,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RD-19585,280,6,1740.518,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
RD-19660,156,1,1577.94,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RD-19720,91,10,706.067,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
RD-19810,285,7,712.9359999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RD-19900,156,12,1895.92,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
RD-19930,69,7,164.012,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RE-19450,284,1,26.88,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RF-19345,579,2,22.032,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RF-19735,305,5,338.56,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RF-19840,365,3,489.792,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RH-19495,4,1,20.736,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RH-19510,435,2,3384.45,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RH-19555,974,1,8.226,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RH-19600,853,10,2056.7400000000002,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
RK-19300,306,2,221.862,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RL-19615,158,19,4608.125,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
RM-19375,495,3,617.414,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RM-19675,1067,2,334.43,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RM-19750,192,2,98.35,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RO-19780,427,5,1853.29,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RP-19270,917,4,467.6532,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RP-19390,891,7,2929.116,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RP-19855,303,2,547.5699999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RR-19315,30,3,608.552,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RR-19525,944,5,2401.794,3,低价值或流失客户,"维持基本服务, 减少营销投入"
RS-19420,133,5,2142.4,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RS-19765,125,7,2148.35,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
RS-19870,30,3,22.328,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RW-19540,160,7,2784.614,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
RW-19630,305,6,272.298,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
RW-19690,2,10,1250.64,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SA-20830,99,4,291.246,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SB-20170,6,7,1348.02,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SB-20185,6,2,91.416,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SB-20290,94,11,1648.904,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SC-20020,792,10,2009.4340000000002,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SC-20050,38,3,378.894,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SC-20095,853,7,2195.45,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SC-20230,279,4,1032.836,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SC-20260,1287,2,687.4499999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SC-20305,67,4,555.429,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SC-20380,285,8,821.694,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SC-20440,977,2,147.08,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SC-20575,823,3,50.461999999999996,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SC-20695,65,8,1636.028,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SC-20725,345,12,2393.132,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SC-20770,312,4,244.09799999999998,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SC-20800,760,2,206.328,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SC-20845,396,1,14.112,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SD-20485,1099,5,398.714,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SE-20110,401,12,10402.534000000001,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
SF-20065,335,5,612.55,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SF-20200,335,9,2830.054,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SF-20965,1,8,322.606,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SG-20470,1036,2,26.82,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SG-20605,913,7,2622.882,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SG-20890,703,1,19.648,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SH-19975,192,9,1221.4679999999998,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SH-20395,64,13,2173.614,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SJ-20125,34,8,353.038,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SJ-20215,334,4,911.13,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SJ-20500,699,4,1000.592,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SL-20155,1373,2,67.75999999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SM-20005,610,4,195.192,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SM-20320,2,2,534.418,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SM-20905,647,6,1043.041,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SM-20950,214,5,455.736,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SN-20560,64,7,1191.9840000000002,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SN-20710,2,3,368.324,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SO-20335,94,12,2417.3235,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SP-20545,193,4,625.668,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SP-20620,94,15,4459.1230000000005,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
SP-20650,366,7,759.6360000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SP-20860,2,5,107.554,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SP-20920,366,5,3588.096,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SR-20425,123,2,265.27200000000005,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SR-20740,648,4,139.086,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SS-20140,281,3,60.622,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SS-20410,33,6,534.638,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SS-20590,463,6,182.17000000000002,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SS-20875,337,2,42.91,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
ST-20530,1074,1,58.72,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SU-20665,61,9,1199.234,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SV-20365,187,5,1104.896,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SV-20785,884,14,2474.639,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
SV-20815,981,1,125.93,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SV-20935,215,2,458.61,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SW-20245,63,5,443.15,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SW-20275,427,3,907.9499999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SW-20350,464,2,523.18,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
SW-20455,760,2,316.52,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SW-20755,1400,2,94.732,3,低价值或流失客户,"维持基本服务, 减少营销投入"
SZ-20035,127,13,1040.781,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
TA-21385,252,6,879.1619999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TB-21055,306,3,237.64,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TB-21175,304,11,3589.296,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
TB-21190,31,2,42.72,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TB-21250,520,12,961.152,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
TB-21280,1430,1,95.968,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TB-21355,187,1,115.296,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TB-21400,36,12,1856.71,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
TB-21520,619,1,14.368,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TB-21625,398,3,442.66999999999996,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TC-20980,670,7,18437.138000000003,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
TC-21295,190,3,921.34,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TC-21475,311,3,805.72,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TC-21535,153,4,122.47999999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TD-20995,31,6,74.93599999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TG-21310,671,2,1004.588,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TG-21640,156,4,744.556,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TH-21100,463,1,27.86,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TH-21115,304,5,904.464,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TH-21235,128,5,547.652,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TH-21550,1318,1,55.48,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TM-21010,733,7,616.54,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TN-21040,336,4,802.312,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TP-21130,244,5,1836.3500000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TP-21415,101,4,397.74399999999997,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TP-21565,610,8,1598.9519999999998,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
TR-21325,490,4,410.59999999999997,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TS-21085,164,1,2.808,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TS-21160,649,2,60.63,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TS-21205,703,7,1249.124,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TS-21340,800,2,9.72,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TS-21370,37,7,6856.017,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
TS-21430,35,4,647.68,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TS-21505,154,3,563.892,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TS-21610,6,4,269.86,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TS-21655,190,8,2167.904,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
TT-21070,402,4,284.85400000000004,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TT-21220,610,9,443.524,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
TT-21265,670,1,61.44,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TT-21460,253,5,2193.7960000000003,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
TW-21025,947,6,4278.610000000001,3,低价值或流失客户,"维持基本服务, 减少营销投入"
TZ-21580,974,5,1209.276,3,低价值或流失客户,"维持基本服务, 减少营销投入"
VB-21745,131,3,674.32,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
VD-21670,945,12,4733.23,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
VF-21715,127,6,785.164,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
VG-21790,127,3,441.804,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
VG-21805,372,1,10.96,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
VM-21685,184,8,1738.988,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
VM-21835,247,3,143.48999999999998,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
VP-21730,949,1,19.0,3,低价值或流失客户,"维持基本服务, 减少营销投入"
VP-21760,1187,5,734.4839999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
VS-21820,498,5,274.38599999999997,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
VT-21700,952,9,1736.596,3,低价值或流失客户,"维持基本服务, 减少营销投入"
VW-21775,40,12,3755.732,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
WB-21850,31,23,4559.547,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
XP-21865,93,15,878.482,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
YC-21895,526,4,1587.18,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
YS-21880,221,5,967.192,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
ZC-21910,36,10,3161.2059999999997,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
ZD-21925,36,6,1249.184,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
